Field,Area(ha),Slope(%),Climate,Soil,Year,Treatment,Till,SpringPFert,STP5,STP0-15cm,Crop,SWE,SnowmeltRunoff,Runoff/snow,SnowmeltSediment(mg/L),SnowmeltSedimentkg,SnowmeltDRPmg,SnowmeltDRPkg,SnowmeltTDPmg,SnowmeltTDPkg,SnowmeltTPmg,SnowmeltTPkg,SnowmeltTDPTP,Rainfall,RainfallRunoff,Runoff/Rain,RainfallSediment(mg/L),RainfallSedimentkg,RainfallDRPmg,RainfallDRPkg,RainfallTDPmg,RainfallTDPkg,RainfallTPmg,RainfallTPkg,RainfallTDPTP,AnnualPrecipitation(mm),AnnualRunoff,Runoff/Precipitation,AnnualSediment(mg/L),AnnualSedimentkg,AnnualDRP(mg/L),AnnualDRP(kg/ha),AnnualTDPmg,AnnualTDP(kg/ha),AnnualTPmg,AnnualTPkg,AnnualDissolvedPTP,Snow/Precipitation(%),Rain/Precipitation(%),SnowmeltRunoffAnnualRunoff,RainRunoffAnnualRunoff,SnowmeltSediment/AnnualSediment(%),RainfallSediment/AnnualSediment(%),SnowmeltDRP/AnnualDRP(%),RainDRP/AnnualDRP(%),SnowmeltTDP/AnnualTDP(%),RainTDP/AnnualTDP(%),SnowmeltTPAnnualTP,RainTPAnnualTP
MB3-STC-F2,28,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2015,"Small grains and canola rotation, conv-till",yes,4.451164354,na,na,Canola,na,6.42,na,24.89,1.6,0.51,0.03,0.57,0.04,0.63,0.04,89.63,420.5,10.63,0.03,16.28,1.73,0.15,0.02,0.16,0.02,0.19,0.02,86.02,na,17.05,na,19.52,3.33,0.29,0.05,0.31,0.05,0.35,0.06,88.45,na,na,37.63,62.37,47.99,52.01,67.14,32.86,68.15,31.85,67.26,32.74
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2010,"Perennial forage, no till",no,0,26.47058824,20.59,Alfalfa Hay,88.1,63.79,0.72,14.54,9.27,na,na,1.57,1,1.69,1.08,92.83,495.45,0,0,0,0,na,na,0,0,0,0,0,583.55,63.79,0.11,14.54,9.27,na,na,1.57,1,1.69,1.08,92.83,15.1,84.9,100,0,100,0,na,na,100,0,100,0
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2011,"Perennial forage, no till",no,0,18.1875,11.94,Forage,102.3,68.41,0.67,7.7,5.27,na,na,0.58,0.4,0.61,0.42,94.68,231.14,0.14,0,6,0.01,na,na,0.76,0,0.78,0,96.43,333.44,68.55,0.21,7.7,5.28,na,na,0.58,0.4,0.61,0.42,94.68,30.68,69.32,99.8,0.2,99.84,0.16,na,na,99.73,0.27,99.74,0.26
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2012,"Perennial forage, no till",no,0,21.125,13.69,Forage,77.4,12.31,0.16,23.08,2.84,na,na,1.28,0.16,1.66,0.2,77.16,535.44,0,0,0,0,na,na,0,0,0,0,0,612.84,12.31,0.02,23.08,2.84,na,na,1.28,0.16,1.66,0.2,77.16,12.63,87.37,100,0,100,0,na,na,100,0,100,0
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2013,"Small grains and canola rotation, conv-till",yes,7.35,18.5625,11.44,Canola,119.7,85.01,0.71,224,190.73,na,na,0.61,0.52,0.89,0.76,68.42,459.8,4.3,0.01,2094.61,89.99,na,na,0.6,0.03,1.49,0.06,40.25,579.5,89.31,0.15,314.32,280.72,na,na,0.61,0.55,0.92,0.82,66.24,20.66,79.34,95.19,4.81,67.94,32.06,na,na,95.29,4.71,92.25,7.75
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2014,"Small grains and canola rotation, conv-till",yes,4.9,19.6875,12.13,Oats,87.7,9.9,0.11,169.92,16.81,na,na,0.42,0.04,0.62,0.06,66.67,354.4,0,0,0,0,na,na,0,0,0,0,0,442.1,9.9,0.02,169.92,16.81,na,na,0.42,0.04,0.62,0.06,68.4,19.84,80.16,100,0,100,0,na,na,95.67,0,98.16,0
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2015,"Small grains and canola rotation, conv-till",yes,7.35,17.0625,8.69,Canola,60.2,4.03,0.07,14.49,0.58,na,na,0.95,0.04,1.09,0.04,100,420.5,0,0,0,0,na,na,0,0,0,0,0,480.7,4.03,0.01,14.49,0.58,na,na,0.95,0.04,1.09,0.04,87.2,12.52,87.48,100.01,0,100,0,na,na,104.6,0,91.21,0
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2016,"Small grains and canola rotation, conv-till",yes,7.35,20.33,17.27,Wheat,62.5,9.96,0.16,na,na,na,na,0.6,0.06,0.62,0.06,96.3,472.1,0,0,0,0,na,na,0,0,0,0,0,534.6,9.97,0.02,na,na,na,na,0.6,0.06,0.62,0.06,96.38,11.69,88.31,99.94,0,na,na,na,na,99.92,0,100,0
MB3-STC-F3,8.33,3.99,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2017,"Small grains and canola rotation, conv-till",yes,7.3370841,23.07,16.43,canola,99,73.43,0.74,70.61,51.85,na,na,0.39,0.29,0.49,0.36,78.51,301.2,0,0,0,0,na,na,0,0,0,0,0,400.2,73.43,0.18,70.61,51.85,na,na,0.39,0.29,0.49,0.36,78.69,24.74,75.26,100,0,100,0,na,na,99.87,0,100.1,0
MB3-STC-F4,13.5,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2010,"Small grains and canola rotation, conv-till",yes,9.8,26.1875,23.06,Canola,92.7,16.24,0.18,49.46,8.03,na,na,0.45,0.07,0.54,0.09,82.32,495.45,1.76,0,6377.85,112.14,na,na,0.53,0.01,5.37,0.09,9.78,588.15,17.99,0.03,667.83,120.17,na,na,0.46,0.08,1.02,0.18,44.88,15.76,84.24,90.23,9.77,6.68,93.32,na,na,88.75,11.25,48.38,51.62
MB3-STC-F4,13.5,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2011,"Small grains and canola rotation, conv-till",yes,7.35,25.4,19.59,Wheat,100.7,33.62,0.33,37.35,12.56,na,na,0.4,0.14,0.45,0.15,89.53,231.14,0,0,0,0,na,na,0,0,0,0,0,331.84,33.62,0.1,37.35,12.56,na,na,0.4,0.14,0.45,0.15,89.53,30.35,69.65,100,0,100,0,na,na,100,0,100,0
MB3-STC-F4,13.5,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2012,"Small grains and canola rotation, conv-till",yes,7.35,27.33333333,21.88,Canola,54.8,9.67,0.18,13.42,1.3,na,na,0.62,0.06,0.69,0.07,89.21,535.44,0,0,0,0,na,na,0,0,0,0,0,590.24,9.67,0.02,13.42,1.3,na,na,0.62,0.06,0.69,0.07,89.21,9.28,90.72,100,0,100,0,na,na,100,0,100,0
MB3-STC-F4,13.5,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2013,"Small grains and canola rotation, conv-till",yes,7.35,27.4375,21.8,Canola,119,na,na,na,298.17,na,na,na,0.29,na,0.56,52.03,459.8,na,na,na,468.51,na,na,na,0.08,na,0.42,19.1,578.8,na,na,na,766.68,na,na,na,0.37,na,0.98,37.93,20.56,79.44,na,na,38.89,61.11,na,na,78.44,21.56,57.17,42.83
MB3-STC-F4,13.5,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2014,"Small grains and canola rotation, conv-till",yes,4.9,23.5,21.3,Oats,101,8.76,0.09,19.39,1.7,na,na,0.58,0.05,0.71,0.06,82.35,354.4,0,0,0,0,na,na,0,0,0,0,0,455.4,8.76,0.02,19.39,1.7,na,na,0.58,0.05,0.71,0.06,82.35,22.18,77.82,100,0,100,0,na,na,100,0,100,0
MB3-STC-F4,13.5,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2015,"Small grains and canola rotation, conv-till",yes,7.35,22.125,17.7,Canola,48,11.28,0.24,32.81,3.7,0.52,0.06,0.62,0.07,0.62,0.07,99.06,420.5,3.7,0.01,22,0.81,0.62,0.02,0.65,0.02,0.83,0.03,79.13,468.5,14.99,0.03,30.14,4.52,0.55,0.08,0.63,0.09,0.67,0.1,93.02,10.25,89.75,75.29,24.71,81.96,18.04,71.94,28.06,74.24,25.76,69.71,30.29
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2007,"Perennial forage, no till",no,0,na,na,Alfalfa Hay,na,36.42,na,8.32,3.03,na,na,0.48,0.17,0.59,0.22,80.74,183.86,0,0,0,0,na,na,0,0,0,0,0,na,36.42,na,8.32,3.03,na,na,0.48,0.17,0.59,0.22,80.74,na,na,100,0,100,0,na,na,100,0,100,0
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2008,"Perennial forage, no till",no,0,na,na,Forage,na,0.33,na,6.01,0.02,na,na,0.84,0,0.92,0,90.77,na,0,0,0,0,na,0,0,0,0,0,0,na,0.33,na,6.01,0.02,na,na,0.84,0,0.92,0,90.77,na,na,100,0,100,0,na,na,100,0,100,0
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2009,"Perennial forage, no till",no,0,na,na,Forage,na,84.61,na,18.44,15.6,na,na,0.36,0.31,0.62,0.53,58.41,329.18,0,0,0,0,na,na,0,0,0,0,0,na,84.61,na,18.44,15.6,na,na,0.36,0.31,0.62,0.53,58.41,na,na,100,0,100,0,na,na,100,0,100,0
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2010,"Wheat, canola, corn, conv-till",yes,4.9,na,na,Wheat,na,9.76,na,9.06,0.88,na,na,0.61,0.06,0.7,0.07,87.1,495.45,0.19,0,11.33,0.02,na,na,0.68,0,0.77,0,88.27,na,9.95,na,9.1,0.91,na,na,0.61,0.06,0.7,0.07,87.13,na,na,98.08,1.92,97.61,2.39,na,na,97.86,2.14,97.89,2.11
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2011,"Wheat, canola, corn, conv-till",yes,7.35,na,na,Canola,na,62.1,na,3.16,1.96,na,na,0.38,0.23,0.4,0.25,93.91,231.14,57.6,0.25,30.76,17.72,na,na,0.3,0.17,0.37,0.21,79.79,na,119.7,na,16.44,19.68,na,na,0.34,0.41,0.39,0.46,87.38,na,na,51.88,48.12,9.98,90.02,na,na,57.76,42.24,53.74,46.26
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2012,"Wheat, canola, corn, conv-till",yes,4.9,na,na,Wheat,na,1.6,na,5.7,0.09,na,na,0.68,0.01,0.75,0.01,90.66,535.44,0,0,0,0,na,na,0,0,0,0,0,na,1.6,na,5.7,0.09,na,na,0.68,0.01,0.75,0.01,90.66,na,na,100,0,100,0,na,na,100,0,100,0
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2013,"Wheat, canola, corn, conv-till",yes,7.35,na,na,Corn Silage,na,64.73,na,12.69,8.21,na,na,0.35,0.23,0.43,0.28,82.96,459.8,86.57,0.19,58.51,50.65,na,na,0.17,0.15,0.24,0.21,72.83,na,151.3,na,38.91,58.87,na,na,0.25,0.38,0.32,0.48,78.64,na,na,42.78,57.22,13.95,86.05,na,na,60.51,39.49,57.36,42.64
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2014,"Wheat, canola, corn, conv-till",yes,9.8,8.1,5,Corn Silage,52.7,3.93,0.07,8.88,0.35,na,na,0.34,0.01,0.45,0.02,75.16,354.4,5.7,0.02,5.27,0.3,na,na,0.18,0.01,0.22,0.01,84.11,407.1,9.63,0.02,6.74,0.65,na,na,0.25,0.02,0.31,0.03,78.84,12.95,87.05,40.84,59.16,53.8,46.2,na,na,56.21,43.79,58.96,41.04
MB3-STC-F7,12.7,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2015,"Wheat, canola, corn, conv-till",yes,9.8,na,na,Corn Silage,15.1,2.46,0.16,11.91,0.29,0.51,0.01,0.56,0.01,0.62,0.02,90.03,420.5,10.52,0.03,15.95,1.68,0.52,0.05,0.62,0.07,0.7,0.07,89.16,435.6,12.99,0.03,15.18,1.97,0.52,0.07,0.61,0.08,0.68,0.09,89.31,3.47,96.53,18.95,81.05,14.86,85.14,18.8,81.2,17.35,82.65,17.22,82.78
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2007,Small grains & canola,na,4.9,na,na,Barley,na,31.99,na,106.11,33.94,na,na,0.27,0.09,0.5,0.16,54.37,183.86,2.56,0.01,333.5,8.55,na,na,0.38,0.01,0.71,0.02,53.07,na,37.35,na,125.16,46.75,na,na,0.27,0.1,0.51,0.19,53.79,na,na,85.64,6.86,72.61,18.29,na,na,84.55,9.46,83.64,9.59
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2008,Small grains & canola,na,4.9,na,na,Canola,na,0.25,na,7.1,0.02,na,na,1.25,0,1.3,0,95.99,na,0.94,na,13.11,0.12,na,na,0.78,0.01,0.82,0.01,95.46,na,1.19,na,11.84,0.14,na,na,0.88,0.01,0.92,0.01,95.62,na,na,21.01,78.99,12.59,87.41,na,na,29.78,70.22,29.66,70.34
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2009,Small grains & canola,na,0,na,18.5,Green Feed Oats,na,134.34,na,24.41,32.79,na,na,0.32,0.43,0.57,0.77,55.99,329.18,11,0.03,9.28,1.02,na,na,0.45,0.05,0.48,0.05,93.16,na,145.34,na,23.26,33.81,na,na,0.33,0.48,0.57,0.82,58.38,na,na,92.43,7.57,96.98,3.02,na,na,89.72,10.28,93.56,6.44
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2010,"Perennial forage, no till",no,0,na,na,Alfalfa Hay,na,92.96,na,11.9,11.07,na,na,0.86,0.8,0.99,0.92,86.78,495.45,3.75,0.01,24.37,0.91,na,na,0.31,0.01,0.38,0.01,81.26,na,96.71,na,12.39,11.98,na,na,0.84,0.81,0.96,0.93,86.7,na,na,96.12,3.88,92.37,7.63,na,na,98.57,1.43,98.48,1.52
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2011,"Perennial forage, no till",no,0,na,na,Forage,na,68.42,na,9.92,6.79,na,na,0.43,0.29,0.51,0.35,83.73,231.14,7.21,0.03,38.48,2.77,na,na,0.22,0.02,0.33,0.02,65.7,na,75.63,na,12.64,9.56,na,na,0.41,0.31,0.49,0.37,82.57,na,na,90.47,9.53,70.99,29.01,na,na,94.91,5.09,93.6,6.4
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2012,"Perennial forage, no till",no,0,na,na,Forage,na,0.05,na,26,0.01,na,na,0.9,0,1.25,0,71.92,535.44,0,0,0,0,na,na,0,0,0,0,0,na,0.05,na,26,0.01,na,na,0.9,0,1.25,0,71.92,na,na,100,0,100,0,na,na,100,0,100,0
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2013,Small grains & canola,na,4.9,na,na,Oats,na,na,na,na,56.98,na,na,na,0.13,na,0.23,56.38,459.8,na,na,na,23.5,na,na,na,0.01,na,0.05,22.75,na,na,na,na,80.48,na,na,na,0.14,na,0.28,50.69,na,na,na,na,70.8,29.2,na,na,92.4,7.6,83.06,16.94
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2014,Small grains & canola,na,7.35,na,na,Canola,57.9,2.21,0.04,12.16,0.27,na,na,0.45,0.01,0.48,0.01,92.9,354.4,0.27,0,10.8,0.03,na,na,0.46,0,0.51,0,89.22,412.3,2.48,0.01,12.02,0.3,na,na,0.45,0.01,0.48,0.01,92.47,14.04,85.96,89.04,10.96,90.15,9.85,na,na,88.78,11.22,88.37,11.63
MB3-STC-F9,10.2,<5,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2015,Small grains & canola,na,2.45,na,na,Wheat,45.7,3.11,0.07,26,0.81,0.42,0.01,0.4,0.01,0.45,0.01,88.92,420.5,0,0,0,0,na,na,0,0,0,0,0,466.2,3.11,0.01,26,0.81,0.42,0.01,0.4,0.01,0.45,0.01,88.92,9.8,90.2,100,0,100,0,100,na,100,0,100,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,1997,"Small grains and canola rotation, conv-till, conv-P",yes,0,na,na,Flax/Linola,86,50.54,0.59,19.94,10.08,na,na,0.59,0.3,0.65,0.33,91.07,393.54,19.6,0.05,441.6,87.37,na,na,0.35,0.07,0.76,0.15,45.64,479.54,70.13,0.15,138.57,97.44,na,na,0.52,0.37,0.68,0.48,76.88,17.93,82.07,72.06,27.94,10.34,89.66,na,na,81.46,18.54,68.77,31.23
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,1998,"Small grains and canola rotation, conv-till, conv-P",yes,0,na,na,Flax/Linola,83,76.92,0.93,112,86.47,na,na,0.19,0.14,0.29,0.23,63.66,265.95,0,0,0,0,na,na,0,0,0,0,0,348.95,76.92,0.22,112,86.47,na,na,0.19,0.14,0.29,0.23,63.66,23.79,76.21,100,0,100,0,na,na,100,0,100,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,1999,"Small grains and canola rotation, conv-till, conv-P",yes,14.784,na,na,Wheat,30,15.85,0.53,103.4,16.47,na,na,0.39,0.06,0.55,0.09,70.22,446.04,15.33,0.03,907.6,138.95,na,na,0.13,0.02,0.78,0.12,16.7,476.04,31.18,0.07,497.52,155.42,na,na,0.26,0.08,0.66,0.21,39.31,6.3,93.7,50.84,49.16,10.6,89.4,na,na,75.47,24.53,42.25,57.75
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2000,"Small grains and canola rotation, conv-till, conv-P",yes,17.248,na,na,Canola,8.5,0,0,0,0,na,na,0,0,0,0,0,506.74,2.84,0.01,433.01,15.86,na,na,0.81,0.02,1.39,0.04,58.65,515.24,2.84,0.01,433.01,15.86,na,na,0.81,0.02,1.39,0.04,58.65,1.65,98.35,0,100,0,100,na,na,0,100,0,100
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2001,"Small grains and canola rotation, conv-till, conv-P",yes,14.784,na,na,Oats,77,63.94,0.83,64.81,45.16,na,na,0.72,0.46,0.81,0.52,88.34,363.46,3.7,0.01,na,na,na,na,3.56,0.13,3.75,0.14,95.02,440.46,67.64,0.15,64.81,45.16,na,na,0.87,0.59,0.97,0.66,89.75,17.48,82.52,94.53,5.47,100,na,na,na,77.63,22.37,78.87,21.13
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2002,"Small grains and canola rotation, conv-till, conv-P",yes,0,na,na,Flax/Linola,5.92,0.68,0.11,43.35,0.29,na,na,0.98,0.01,1.2,0.01,81.58,318.26,13.09,0.04,2547.08,389.99,na,na,0.26,0.03,1.29,0.17,20.12,324.18,13.77,0.04,2440.69,390.28,na,na,0.3,0.04,1.29,0.18,22.94,1.83,98.17,4.93,95.07,0.08,99.92,na,na,16.28,83.72,4.58,95.42
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2003,"Small grains and canola rotation, conv-till, conv-P",yes,12.32,na,na,Wheat,19.39,0.71,0.04,45.01,0.32,na,na,1.3,0.01,1.45,0.01,89.89,220.47,0,0,0,0,na,na,0,0,0,0,0,239.86,0.71,0,45.01,0.32,na,na,1.3,0.01,1.45,0.01,89.89,8.08,91.92,100,0,100,0,na,na,100,0,100,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2004,"Small grains and canola rotation, conv-till, conv-P",yes,17.248,na,na,Canola,86,83.13,0.97,150.9,125.45,na,na,0.28,0.23,0.48,0.4,57.71,497.6,0.28,0,na,na,na,na,0.33,0,0.52,0,64.22,583.6,83.41,0.14,150.4,125.45,na,na,0.28,0.23,0.48,0.4,57.74,14.74,85.26,99.67,0.33,100,na,na,na,99.6,0.4,99.64,0.36
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2005,"Small grains and canola rotation, conv-till, conv-P",yes,0,na,na,Barley,52,45.15,0.87,15.22,6.87,na,na,0.4,0.18,0.49,0.22,81.49,467.38,58.51,0.13,126.14,74.33,na,na,0.28,0.16,0.46,0.27,60.42,519.38,103.66,0.2,78.03,81.2,na,na,0.33,0.34,0.47,0.49,69.95,10.01,89.99,43.55,56.45,8.46,91.54,na,na,52.68,47.32,45.22,54.78
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2006,"Small grains and canola rotation, conv-till, reduced-P",yes,4.928,na,na,Canola,85,119.91,1.41,88.69,106.34,na,na,0.3,0.36,0.41,0.49,74.09,62.74,0,0,0,0,na,na,0,0,0,0,0,147.74,119.91,0.81,88.69,106.34,na,na,0.3,0.36,0.41,0.49,74.09,57.53,42.47,100,0,100,0,na,na,100,0,100,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2007,"Small grains and canola rotation, conv-till, reduced-P",yes,4.928,22.25,15.58,Wheat,93.29,46.68,0.5,52.12,24.33,na,na,na,na,na,na,na,183.86,57.9,0.31,184.84,20.75,na,na,0.18,0.1,0.32,0.19,55.6,277.14,57.9,0.21,77.84,45.07,na,na,0.18,na,0.32,na,na,33.66,66.34,80.62,100,53.98,46.02,na,na,na,na,na,na
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2008,"Small grains and canola rotation, conv-till, reduced-P",yes,4.928,17.91666667,14.08,Canola,28.09,2.12,0.08,30.57,0.65,na,na,0.38,0.01,0.52,0.01,73.04,na,0,0,0,0,na,na,0,0,0,0,0,na,2.12,na,30.57,0.65,na,na,0.38,0.01,0.52,0.01,73.04,na,na,100,0,100,0,na,na,100,0,100,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2009,"Small grains and canola rotation, conv-till, reduced-P",yes,4.928,16.58333333,13.92,Wheat,86.56,137.11,1.58,16.19,22.2,na,na,0.09,0.12,0.2,0.27,45.28,329.18,0,0,0,0,na,na,0,0,0,0,0,415.74,137.11,0.33,16.19,22.2,na,na,0.09,0.12,0.2,0.27,45.28,20.82,79.18,100,0,100,0,na,na,100,0,100,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2010,"Small grains and canola rotation, conv-till, reduced-P",yes,9.856,12.83333333,10,Canola,88.25,38.02,0.43,98.99,39.14,na,na,0.22,0.08,0.35,0.13,62.33,495.45,12.46,0.03,7687.32,1123.83,na,na,0.24,0.03,3.76,0.47,6.38,583.7,50.48,0.09,2147.48,1162.97,na,na,0.22,0.11,1.19,0.6,18.81,15.12,84.88,75.32,24.68,3.37,96.63,na,na,73.63,26.37,22.22,77.78
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2011,"Small grains and canola rotation, conv-till, reduced-P",yes,7.392,13.33333333,9.83,Wheat,71.74,55.2,0.77,55.06,30.39,na,na,0.15,0.08,0.28,0.15,54.27,231.14,11.53,0.05,94.65,20.33,na,na,0.19,0.02,0.41,0.05,47.03,302.88,66.72,0.22,66.15,50.72,na,na,0.16,0.11,0.3,0.2,52.57,23.69,76.31,82.72,17.28,59.91,40.09,na,na,78.93,21.07,76.45,23.55
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2012,"Small grains and canola rotation, conv-till, reduced-P",yes,7.392,12.58333333,9.52,Canola,29.19,1.32,0.05,9.2,0.12,na,na,0.74,0.01,0.86,0.01,85.58,535.44,13.62,0.03,na,na,na,na,0.18,0.02,0.49,0.07,37.2,564.63,14.94,0.03,9.2,0.12,na,na,0.23,0.03,0.52,0.08,44.23,5.17,94.83,8.82,91.18,100,na,na,na,28.12,71.88,14.53,85.47
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2013,"Small grains and canola rotation, conv-till, reduced-P",yes,4.928,12.58333333,8.8,Wheat,125.7,87.36,0.69,66.49,58.09,na,na,0.11,0.09,0.22,0.19,47.37,459.8,109.82,0.24,631.13,693.09,na,na,0.13,0.14,0.51,0.56,24.66,585.5,197.18,0.34,380.97,751.18,na,na,0.12,0.31,0.64,1.26,24.35,21.47,78.53,44.3,55.69,7.73,92.27,na,na,29.43,45.33,15.13,44.77
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2014,"Small grains and canola rotation, conv-till, reduced-P",yes,7.392,12.16666667,8.24,Canola,23.2,4.89,0.21,41.69,2.04,na,na,0.38,0.02,0.55,0.03,66.67,354.4,0,0,0,0,na,na,0,0,0,0,0,377.6,4.88,0.01,41.69,2.04,na,na,0.38,0.02,0.55,0.03,69.65,6.14,93.86,100,0,100,0,na,na,107.82,0,112.64,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2015,"Small grains and canola rotation, conv-till, reduced-P",yes,2.464,11.42,8.47,Wheat,30.5,2.01,0.07,14.59,0.29,na,na,0.36,0.01,0.49,0.01,100,420.5,0,0,0,0,na,na,0,0,0,0,0,451,2.01,0,14.59,0.29,na,na,0.36,0.01,0.49,0.01,74.25,6.76,93.24,99.99,0,100,0,na,na,138.47,0,102.81,0
MB3-STC-F10,4.2,2.571428571,Subhumid continental,Dark Gray Chernozems (Mollisols) clay loam,2016,"Small grains and canola rotation, conv-till, reduced-P",yes,9.856,10.58,9.69,Canola,43.07,11.19,0.26,0.03,0,na,na,0.27,0.03,0.36,0.04,73.15,472.1,0,0,0,0,na,na,0,0,0,0,0,515.17,11.19,0.02,0,0,na,na,0.26,0.03,0.36,0.04,73.15,8.36,91.64,100,0,100,0,na,na,100,0,100,0
